n,shamir_decryption_ms,paillier_decryption_ms
2,0.005007802974432707,0.011990393977612257
10,0.01797839067876339,0.011482404079288244
100,0.5504397908225656,0.018006388563662767
250,3.014038992114365,0.011222786270081997
500,11.59680822165683,0.010818394366651773
