n,shamir_encryption_ms,paillier_encryption_ms
2,0.01284199533984065,0.06380180129781365
10,0.1487131929025054,0.1921103917993605
100,158.31511619035155,1.6384818009100854
250,3487.235707801301,3.9793805917724967
500,33944.275038607884,7.898150221444666
